login,Total number of Repo activities,Unique number of Repo activities,Total number of PR activities,Unique number of PR activities,Total number of Issue activities,Unique number of Issue activities,Total number of Commit activities,Unique number of Commit activities,Number of following,Number of followers,Median Creation Time of the first activities,Text similarity,Text similarity of Comments Before Bot,Account tag,Account name,Account bio,Account login,Median Activity per Day,Cosine similarity,Cosine similarity of Comments Before Bot,Average Cosine similarity,Average Cosine similarity of Comments Before Bot,Average Text similarity,Average Text similarity of Comments Before Bot,Text similarity of Commit Messages,Cosine similarity of Commit Messages,Average Cosine similarity of Commit Messages,Average Text similarity of Commit Messages,Type,Data_Source
lawrencegripper,80,6,36,3,46,3,50,1,88,144,0,94.5,43,0,0,0,0,0,0.085539543,0.192098131,0.125553535,0.51484465,110.078125,53.02941176,16.42857143,0,0.190020502,17.47299234,Human,Issues/PRs
mitchellh,39,2,54,3,50,2,107,2,7953,0,82.99166667,133,240,0,0,0,0,14,0.12953194,0.171024992,0.142252772,0.188825956,137.9442509,227.5625,23.5,0,0.088729993,41.41746006,Human,Issues/PRs
mjip,7,2,10,2,0,0,14,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.210477933,7.989942529,Human,Issues/PRs
petersilva,2,1,2,1,51,3,51,1,5,0,0,133,298,0,0,0,0,0,0.161739977,0.093494699,0.184405458,0.145981018,288.1140817,573.2803738,0,0,0,0,Human,Issues/PRs
houshengbo,28,2,45,4,61,2,158,1,20,10,121.7916667,17,397,0,0,0,0,6,0,0.214886124,0.35267903,0.304722621,28.41320865,359.2646154,68.97619048,0.210818511,0.339518168,63.67042873,Human,Issues/PRs
okeefm,60,3,91,3,19,2,67,2,16,12,0,102,279,0,0,0,0,0,0.121919644,0.160879933,0.135559725,0.184918055,591.9705882,286.2857143,21.44097222,0,0.113144136,25.34727397,Human,Issues/PRs
rrati,28,2,119,3,20,1,49,1,8,0,0,91,336,0,0,0,0,1,0.233284737,0.093250481,0.221713711,0.182847868,168.1578947,319.9354839,32.72058824,0,0.14516306,37.68702127,Human,Issues/PRs
Herringway,10,3,4,2,3,1,16,1,16,17,112.0625,50,175,0,0,0,0,0,0.08304548,0.905441294,0.08304548,0.905441294,50,175,17.5,0,0.089610281,20.45672647,Human,Issues/PRs
drdavella,7,4,6,3,0,0,2,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
lovell,22,3,20,3,162,3,55,2,682,46,0,118,226,0,0,0,0,3,0.142915488,0.117241379,0.15346162,0.139750204,145.6278716,2183.414184,21.48076923,0,0.156703194,29.58106238,Human,Issues/PRs
fuzzdota,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
slorber,25,5,66,3,89,4,73,1,594,19,0,162,145,0,0,0,0,20,0.136082763,0.086351049,0.153264103,0.150986073,237.7145681,230.7613978,14.4,0,0.154169782,26.09369273,Human,Issues/PRs
alvaromb,2,2,1,1,2,2,1,1,126,171,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
mcwumbly,37,4,19,3,30,4,63,2,13,2,0,462.5,388,0,0,0,0,0,0.357424723,0.412505434,0.366809091,0.376798033,614.25,486.8125,99,0.08936332,0.234100953,106.1090125,Human,Issues/PRs
anEXPer,5,3,3,2,3,1,9,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
jlmelville,20,3,4,2,39,4,34,1,61,11,0,187,321,0,0,0,0,0,0.261055352,0.15713484,0.253491899,0.209095279,274.3810976,1301.617143,13,0,0.055003541,14.617706,Human,Issues/PRs
Tronald,18,4,4,2,50,3,26,1,10,2,0,248,124,0,0,0,0,0,0.15306275,0.188433666,0.186332073,0.172352543,319.4553015,192.3278689,15,0,0,24.44896319,Human,Issues/PRs
pfrenssen,50,5,56,3,17,2,155,1,54,1,0,214,128.5,0,0,0,0,6,0.329000125,0.253494661,0.417735014,0.253494661,218.6923077,128.5,31.47826087,0.150755672,0.222608335,43.04608038,Human,Issues/PRs
ademarco,24,3,144,3,5,2,62,1,36,11,0,108,0,0,0,0,0,0,0.187214551,0,0.187214551,0,108,0,25.5,0.187317162,0.24353526,27.23702422,Human,Issues/PRs
san650,8,3,1,1,3,1,3,1,60,50,0,57,0,0,0,0,0,0,0.25819889,0,0.25819889,0,57,0,42,0,0,42,Human,Issues/PRs
stefaneberl,3,1,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0.353553391,0.353553391,9,Human,Issues/PRs
tbroyer,8,4,25,3,91,3,27,2,224,10,1.329166667,241,237,0,0,0,0,1,0.19726599,0.216930458,0.212750094,0.239830837,413.1714286,273.7096774,28,0,0.12823374,50.43884963,Human,Issues/PRs
eamonnmcmanus,27,4,87,3,33,3,22,1,61,0,0,260,306.5,0,0,0,0,0,0.243643755,0.191140844,0.24344515,0.171673231,359.4773869,305.0666667,178.4893617,0.071066905,0.212796061,160.6094426,Human,Issues/PRs
mariotoffia,70,4,6,2,59,3,152,1,5,1,0,51,65.5,0,0,0,0,1,0.151709738,0.216435071,0.243308922,0.236838087,77.4375,65.5,14.5,0,0.048742519,15.61577555,Human,Issues/PRs
phanrahan,0,0,0,0,0,0,5,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.19097222,0.24285113,0.270364601,14.27998321,Human,Issues/PRs
leonardt,42,4,51,3,42,3,141,1,37,8,0,268,305.5,0,0,0,0,6,0.313785816,0.202749366,0.318877478,0.219819139,298.5773585,316.0806452,11,0,0.285571511,18.49889198,Human,Issues/PRs
nikku,33,3,44,3,50,3,101,2,185,4,0,87,106.5,0,0,0,0,19.5,0.078574407,0.0573737,0.117168504,0.11168677,95.7421875,144.3541667,16,0,0,43.12439489,Human,Issues/PRs
carlocayos,0,0,0,0,0,0,0,0,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
alkondrashov,2,1,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
tphoney,3,2,3,1,1,1,3,1,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.333333333,10,Human,Issues/PRs
shermdog,7,3,2,1,1,1,4,1,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
w8tcha,22,3,15,1,38,3,106,1,47,4,0,157,121,0,0,0,0,1,0.209134072,0.157459164,0.250032085,0.190296269,158.3575758,132.2830189,11.5,0,0.05343441,12.86124902,Human,Issues/PRs
MartinRosserEB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
relistan,5,3,6,3,6,2,0,0,105,28,0,199,629,0,0,0,0,0,0.369188676,0.461505693,0.375341768,0.461505693,187.3333333,629,0,0,0,0,Human,Issues/PRs
focusaurus,60,4,38,3,75,4,106,1,227,46,0,128,216,0,0,0,0,2,0.135931812,0.134992191,0.161027616,0.169259196,267.2339956,286.7473684,19,0,0.126717135,25.10645237,Human,Issues/PRs
x-NR-x,115,4,56,3,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.69404762,0.248069469,0.295784705,71.15827179,Human,Issues/PRs
osg,0,0,0,0,0,0,0,0,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
stp-ip,33,5,23,3,103,4,13,1,63,0,349.4291667,107,176,0,0,0,0,1,0.127000127,0.165647289,0.165913258,0.228530863,153.4988019,278.7566183,34.1,0.266880256,0.272673966,34.58588439,Human,Issues/PRs
frederoni,31,3,40,3,10,2,83,1,12,0,84.90416667,82,35,0,0,0,0,0,0.117393454,0.080812204,0.109067814,0.083958015,210.3636364,133.4,16.5,0,0.081712063,41.62362603,Human,Issues/PRs
EtienneLem,5,2,0,0,26,3,15,1,94,32,0,133,87,0,0,0,0,0,0.226989846,0.111803399,0.230922988,0.142575702,243.6338028,198.9487179,60.75,0.040691561,0.075912535,76.22107369,Human,Issues/PRs
weixuanfu,35,4,37,3,87,3,89,1,82,10,872.4625,165,203,0,0,0,0,0,0.153069194,0.136082763,0.168632292,0.155521995,214.2808751,381.445627,27,0,0.084560892,30.84640151,Human,Issues/PRs
miyakogi,0,0,0,0,0,0,0,0,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
aewallin,5,3,2,1,8,2,33,1,105,12,0,125,86,0,0,0,0,0,0.171448167,0.110792488,0.234160146,0.178507014,124.2857143,73.75,10,0,0.110371979,20.79820992,Human,Issues/PRs
rdinicut,34,2,84,3,35,4,87,1,4,7,7947.033333,66,140,0,0,0,0,2,0.102062073,0.145675308,0.130815419,0.17376162,68.52380952,135.1666667,52,0.083918136,0.172259387,58.22980062,Human,Issues/PRs
schloerke,185,2,8,3,6,2,92,1,170,6,0,112,0,0,0,0,0,37,0.393749615,0,0.595833077,0,74.66666667,0,6.666666667,0.75,0.637196552,8.719884121,Human,Issues/PRs
sampotts,14,3,78,3,42,3,101,1,298,23,1491.533333,45,107,0,0,0,0,15.5,0.13408259,0.105822035,0.155207111,0.126043016,71.24640288,103.1380952,23.5,0,0.119792786,38.72103118,Human,Issues/PRs
Kronuz,7,2,10,3,5,1,16,1,221,0,0,434,0,0,0,0,0,0,0.05879528,0,0.05879528,0,434,0,22.5,0.081649658,0.333716334,29.54321757,Human,Issues/PRs
markmssd,11,4,4,1,2,1,13,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0.365934023,68.87335097,Human,Issues/PRs
pmuens,161,4,10,1,9,3,33,1,491,17,0,246.5,116,0,0,0,0,1,0.149305996,0.111803399,0.157460428,0.115194406,260.25,187.75,13.4375,0,0.137299109,13.55188614,Human,Issues/PRs
siddharthlatest,23,5,90,4,4,1,70,1,183,42,0,34.5,67,0,0,0,0,0,0.255600159,0.254685816,0.266541655,0.207001251,67.75,64,18,0.182574186,0.287276576,25.31309554,Human,Issues/PRs
yeojz,0,0,0,0,0,0,0,0,63,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
timja,44,4,88,3,40,3,32,1,38,2,0,81,68,0,0,0,0,45,0.11709674,0.094755874,0.131931774,0.120587943,109.8796296,135.2631579,19,0,0.133792299,21.93071199,Human,Issues/PRs
ttezel,1,1,0,0,0,0,0,0,323,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
hanslovsky,10,3,18,3,18,4,80,2,33,18,0.008333333,71.5,113,0,0,0,0,0,0.122771973,0.09750299,0.117272519,0.130695844,109.7692308,113.5714286,14.6875,0,0.119290745,31.94735944,Human,Issues/PRs
axtimwalde,25,3,14,3,37,3,67,1,75,10,0,210,134.5,0,0,0,0,0,0.215493662,0.194401986,0.224701412,0.203716637,184.8181818,191.8125,26.97058824,0,0.129286626,31.94194534,Human,Issues/PRs
tpietzsch,54,3,39,3,39,3,94,1,47,10,0,136,218.5,0,0,0,0,0,0.187937099,0.155464646,0.190838429,0.165230542,212.9538462,5006.333333,24.5,0,0.062139284,30.92802901,Human,Issues/PRs
maarzt,8,3,10,2,12,2,23,1,14,7,0,21.5,80,0,0,0,0,0,0.096904728,0.104828484,0.136191596,0.10495825,164.5,122.7777778,29.5,0,0.088631083,75.33612603,Human,Issues/PRs
thrix,22,5,59,3,122,2,21,1,7,2,0,69,270.5,0,0,0,0,1,0.058074852,0.167984456,0.096905442,0.178750043,132.3662316,285.2586957,101.3070175,0.701071902,0.538596733,78.02311682,Human,Issues/PRs
mprahl,1,1,142,2,10,2,7,1,41,7,0,154,58.5,0,0,0,0,3.5,0.317798262,0.282163106,0.335616139,0.273857716,146.5,79.4,152,0,0.444444444,84.44444444,Human,Issues/PRs
ono,3,3,20,2,4,1,5,1,39,17,2488.15,150,92.5,0,0,0,0,0,0.176226844,0.176780161,0.192382051,0.178139321,136.3809524,98.3,13.95833333,0,0.056241075,22.7375,Human,Issues/PRs
rushfrisby,0,0,0,0,0,0,1,1,6,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
jgromes,22,6,7,3,120,4,42,1,64,2,0,205,314,0,0,0,0,1,0.237915476,0.155869922,0.244616506,0.178681957,276.938766,583.4887087,16.95,0,0.10344764,17.22045511,Human,Issues/PRs
olance,33,5,64,3,48,3,61,1,98,17,273.3,215,255,0,0,0,0,0,0.199834525,0.168137814,0.224631694,0.179433974,330.5112108,316.7887324,28.5,0,0.090571961,36.42376274,Human,Issues/PRs
bogdan,18,4,107,3,21,3,67,2,187,24,0,151,231,0,0,0,0,1,0.167248402,0.222837065,0.186955367,0.23818841,251.8068966,257.1290323,8,0,0.135957454,9.963112141,Human,Issues/PRs
le0pard,39,4,7,2,7,1,100,2,452,0,0,74.5,84,0,0,0,0,0,0.149942045,0.106524728,0.160294627,0.109230919,71.66666667,85.66666667,6,0,0.179719892,6.819955239,Human,Issues/PRs
johnlcox,4,2,2,2,1,1,5,1,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Human,Issues/PRs
simonw,0,0,0,0,0,0,300,1,2113,133,0,0,0,0,0,0,0,66,0,0,0,0,0,0,21.23076923,0.091287093,0.091287093,21.23076923,Human,Issues/PRs
aravindakr95,4,2,0,0,0,0,10,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.96153846,0.10976143,0.17258697,21.19473427,Human,Issues/PRs
yohangz,0,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
wallet77,4,2,1,1,2,1,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0.1099145,14.56828662,Human,Issues/PRs
johnl,8,2,4,2,1,1,6,1,88,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0.060117043,37.66414141,Human,Issues/PRs
tokengeek,7,2,5,2,0,0,5,1,22,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,66.96875,0.080321933,0.161074439,69.61540572,Human,Issues/PRs
benbowes,13,2,5,2,8,2,11,1,18,6,349.9791667,295,538.5,0,0,0,0,0,0.081649658,0.479246727,0.124779825,0.456339982,610.1142857,516.5,0,0,0,0,Human,Issues/PRs
LuckyCyborg,0,0,0,0,0,0,47,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
giraud,43,4,17,2,65,3,161,1,11,5,3382.645833,37,116,0,0,0,0,2,0.087227322,0.06969523,0.175442101,0.120489582,82.07211538,192.0420168,13.45,0,0.079766226,16.25038199,Human,Issues/PRs
windyakin,79,4,76,2,13,3,84,1,69,26,1427.975,10,0,0,0,0,0,0,0.316227766,0,0.492669043,0,9.857142857,0,31.5,0,0.154612503,33.13382379,Human,Issues/PRs
danielwertheim,65,6,39,2,50,3,51,1,118,10,0,207,316,0,0,0,0,0,0.221454613,0.147581541,0.228858272,0.15673906,312.7170418,507.6203704,17.96130952,0,0.100586052,29.01975484,Human,Issues/PRs
pengrad,7,4,4,2,7,1,6,1,78,18,87.03333333,153,185,0,0,0,0,0,0.186704011,0.228739987,0.188632233,0.214214274,308.1428571,183.6666667,56.5,0.233284737,0.249542337,117.3817711,Human,Issues/PRs
hansemannn,61,6,46,3,63,3,59,2,322,121,0,133,480.5,0,0,0,0,2,0.142148463,0.170828252,0.15651698,0.22751912,216.6040816,695.1186441,16,0,0.138723004,20.43836338,Human,Issues/PRs
olafurpg,46,6,60,3,50,2,114,1,266,7,16.5,132,277,0,0,0,0,5,0.222474604,0.172596482,0.225108287,0.199737116,224.7373272,310.1914894,37.36617647,0.290564293,0.332398881,47.83622435,Human,Issues/PRs
einavk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
iaomw,9,4,2,2,0,0,22,1,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0.210414419,15.43160774,Human,Issues/PRs
llemeurfr,33,5,22,3,90,3,33,1,9,2,0,144,193,0,0,0,0,1,0.223606798,0.12493901,0.229417275,0.157998726,185.2111486,405.8356941,49.9047619,0.156956985,0.273963742,50.28262803,Human,Issues/PRs
GiladShoham,69,2,49,2,0,0,179,1,42,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19.5,0,0.042040151,26.23849553,Human,Issues/PRs
gheeres,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
svenevs,0,0,4,1,44,4,4,1,55,2,0,459,324,0,0,0,0,0,0.443093951,0.214496484,0.420387694,0.231029358,768.1144279,692.8814815,0,0,0,0,Human,Issues/PRs
henrygd,2,1,0,0,6,2,3,1,12,3,4703.645833,284,0,0,0,0,0,0,0.277315969,0,0.283777684,0,263.3333333,0,0,0,0,0,Human,Issues/PRs
dualspiral,23,3,26,3,48,3,173,2,42,2,10.83333333,159,165,0,0,0,0,5,0.260525053,0.14980246,0.275371861,0.172032506,212.4594595,245.875,18,0,0,30.61284341,Human,Issues/PRs
zml2008,57,4,60,3,28,3,119,1,103,20,0,29,140,0,0,0,0,8,0.026726124,0.015207477,0.123410873,0.015207477,53.75,140,22.02777778,0.444035594,0.450018863,22.92638889,Human,Issues/PRs
ekarson,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
WarenGonzaga,95,7,10,3,107,4,69,1,175,0,0,29,123,0,0,0,0,6.5,0.150755672,0.205913952,0.163730325,0.204823519,52.14057508,229.3125,7,0,0.142225635,9.068830519,Human,Issues/PRs
eltonmesquita,30,5,45,2,52,3,33,1,123,30,1908.416667,77,69,0,0,0,0,0,0.178376517,0.124897502,0.183865621,0.137214198,79.20672269,103.865942,27.5,0,0.08047002,23.07285714,Human,Issues/PRs
n8sh,26,2,54,3,15,1,148,1,13,0,1152.75,245,280,0,0,0,0,0,0.16502459,0.154804706,0.17277911,0.298050608,368.3137255,292.3333333,38.97619048,0.183339699,0.265044721,53.46403969,Human,Issues/PRs
belka-ew,75,4,9,3,32,3,69,1,14,2,0,77,280,0,0,0,0,2,0.062994079,0.155801297,0.110063611,0.163421785,118.7272727,290.6666667,0,0,0,0,Human,Issues/PRs
pdeffebach,14,2,59,3,128,3,57,1,3,0,0,164,180,0,0,0,0,6,0.1,0.206923892,0.134396765,0.218119686,265.5405922,240.5003897,11,0,0.056284849,26.67539662,Human,Issues/PRs
bkamins,21,4,57,3,106,4,47,2,157,0,0,169,285,0,0,0,0,36,0.15947636,0.19230479,0.181407508,0.222401637,289.4711438,369.5403774,22,0,0.098138516,24.36132016,Human,Issues/PRs
tanema,31,3,55,3,81,3,66,2,83,42,2798.016667,135,234,0,0,0,0,0,0.213200716,0.177929248,0.219729884,0.193323687,202.3975501,367.056872,31.5,0,0.074588365,34.00736902,Human,Issues/PRs
apokalyptik,2,1,0,0,0,0,1,1,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
bajb,114,4,49,3,0,0,97,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.197437468,13.59592063,Human,Issues/PRs
eyalbe4,33,3,95,3,29,3,70,1,16,1,104.3083333,269,232,0,0,0,0,8,0.25819889,0.348696066,0.328695962,0.373146564,274.3076923,332.4814815,28,0,0.149807023,36.29447094,Human,Issues/PRs
txs1992,9,4,10,2,3,3,12,1,44,21,0,18,54,0,0,0,0,0,0.15430335,0,0.129924936,0.020254787,21,55.8,15.8125,0.506640397,0.467789303,16.46590909,Human,Issues/PRs
jljsj33,10,4,5,3,59,2,29,2,270,28,0,34,43,0,0,0,0,0,0,0,0.032635282,0.027761974,35.64344262,85.58064516,0,0,0,0,Human,Issues/PRs
beefchimi,177,2,38,3,9,2,55,1,57,1,4120.416667,165,107,0,0,0,0,0,0.252890269,0.192668659,0.238726166,0.196847393,208,5106.692308,19.5,0,0.154344485,27.48258715,Human,Issues/PRs
weilix88,2,1,0,0,0,0,29,1,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.445,0.143597355,0.2045715,72.83282941,Human,Issues/PRs
casperdcl,29,4,39,4,42,3,145,1,168,1,0,72,321,0,0,0,0,17,0.068559117,0.072417805,0.105246931,0.113822673,151.0922509,292.5267857,11.44444444,0,0.165536823,14.03832353,Human,Issues/PRs
Erikvv,7,4,5,2,2,1,62,1,2,0,0,57,79,0,0,0,0,0,0,0.076043308,0.083086514,0.116507291,59.28571429,74.7,8,0,0.333861048,7.262811388,Human,Issues/PRs
euank,41,3,23,3,25,3,65,1,126,27,368.2041667,313.5,471.5,0,0,0,0,0,0.327100528,0.286742264,0.32142502,0.339065969,385.84375,448.8,76.99019608,0.091287093,0.152341307,95.42439454,Human,Issues/PRs
shawnrice,6,1,0,0,0,0,1,1,96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
grs,27,4,70,3,74,3,66,1,20,0,280.9125,116,831,0,0,0,0,1,0.268913148,0.152694599,0.285697605,0.183402226,204.9869029,4960.607843,0,0,0,0,Human,Issues/PRs
mapsam,20,4,16,3,43,3,39,1,206,296,0,116,0,0,0,0,0,0,0.228154339,0,0.217277258,0,109.2727273,0,12.5,0,0,13.76017173,Human,Issues/PRs
nalimilan,38,3,71,3,86,3,62,2,60,0,0,261,278,0,0,0,0,23,0.240999602,0.199917458,0.262517767,0.217702739,404.7747899,361.0765957,21,0,0.090662986,66.70650784,Human,Issues/PRs
kabirbaidhya,15,3,29,2,13,3,10,1,149,20,19.4,66,45,0,0,0,0,0,0.089280779,0.054554473,0.115086178,0.104428911,60.0625,46.75,35.46428571,0.267261242,0.309897144,27.61360057,Human,Issues/PRs
oleurud,2,1,2,1,3,3,8,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
dgaubert,11,2,20,3,4,1,21,1,15,23,0,36,0,0,0,0,0,0,0.476910483,0,0.476910483,0,36,0,0,0,0,0,Human,Issues/PRs
TheSharpieOne,29,5,23,3,28,3,17,1,73,23,132.0208333,355.5,64,0,0,0,0,0,0.275776171,0.19566455,0.272314833,0.171418165,371.9596774,91.54545455,16,0,0.204545455,16.63636364,Human,Issues/PRs
kirrg001,0,0,1,1,4,1,2,1,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
sjkp,12,2,0,0,0,0,1,1,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
mthenw,73,4,5,1,9,2,9,1,247,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47727273,0.21361487,0.169793661,15.14718615,Human,Issues/PRs
Shynixn,28,4,65,3,53,3,118,1,13,5,12.65,36,811,0,0,0,0,1,0.11785113,0.056881898,0.220797903,0.132081649,81.16666667,615.1428571,31.5,0.348155312,0.385440751,27.40813932,Human,Issues/PRs
prydie,0,0,0,0,0,0,0,0,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
awilsonCurt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
singku,45,4,58,4,10,3,91,1,17,4,0,97.5,53,0,0,0,0,0,0.063883018,0.202610225,0.076297671,0.202610225,75.66666667,53,10.91666667,0,0.053472971,10.88879768,Human,Issues/PRs
eriknelson,54,5,31,3,85,4,100,1,13,15,2.7875,87,146,0,0,0,0,0,0.139645067,0.180424385,0.155935209,0.171891039,127.8793103,242.4166667,13,0,0.115138533,22.56412248,Human,Issues/PRs
lmangani,64,5,7,2,90,3,113,1,149,177,0,107,203.5,0,0,0,0,5,0.142857143,0.06795558,0.196089392,0.110941306,211.5247148,473.6904762,8,0,0.281170837,12.58557698,Human,Issues/PRs
jedisct1,45,6,37,3,75,3,133,2,2635,121,0,97,143,0,0,0,0,22.5,0.139266814,0.226751914,0.154725845,0.250911791,137.6372549,263.7171717,22.45833333,0,0.111689533,23.99895755,Human,Issues/PRs
Green7,6,2,10,2,4,1,12,1,2,0,0,119,0,0,0,0,0,0,0.201802639,0,0.201802639,0,119,0,8,0,0.241845932,8.948101266,Human,Issues/PRs
dwrensha,13,4,12,3,37,2,33,1,202,6,0,252.5,192,0,0,0,0,0,0.188989767,0.198262896,0.213507581,0.231571221,293.3888889,207.3859649,22.5,0,0.081385625,29.65356537,Human,Issues/PRs
drug007,13,3,6,2,1,1,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.088144478,33.96549233,Human,Issues/PRs
xzkostyan,37,3,3,1,36,2,116,1,19,2,3950.033333,220.5,683,0,0,0,0,1,0.11752661,0.067267279,0.160521501,0.101239632,425.9622093,582.6461538,15,0,0.13942029,15.61837571,Human,Issues/PRs
jperkelens,2,2,5,2,11,2,4,1,15,9,0,235,1386.5,0,0,0,0,0,0.26475684,0.455269473,0.242989695,0.439645077,216.3333333,1359.75,0,0,0,0,Human,Issues/PRs
iondrimba,29,3,114,2,0,0,126,1,162,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166666667,0.288675135,0.359021978,19.43864632,Human,Issues/PRs
herrstucki,48,3,27,3,29,3,96,1,82,22,35.96666667,197,195.5,0,0,0,0,0,0.277554156,0.234083295,0.247266077,0.257489911,241.25,215.9166667,17.96666667,0,0.082556004,33.56677575,Human,Issues/PRs
gabrieldoty,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
captainsidd,11,2,0,0,0,0,14,1,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.190472082,6.0054155,Human,Issues/PRs
benmatselby,70,5,66,3,8,2,64,1,66,56,1045.066667,42,117.5,0,0,0,0,0,0.15713484,0.198038668,0.169386822,0.183753283,40.4,111,17.5,0,0.107604906,25.40273708,Human,Issues/PRs
nrwiersma,98,5,60,3,32,2,91,1,39,36,176.9166667,154.5,427,0,0,0,0,5,0.177367707,0.221492333,0.202672927,0.278454998,172.2295082,495.7659574,6,0.333333333,0.477976104,6.805339934,Human,Issues/PRs
calind,36,3,4,2,3,1,88,1,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4761905,0.045360921,0.143090471,1245.629256,Human,Issues/PRs
jkutner,84,4,68,4,19,3,82,1,216,8,0,58,0,0,0,0,0,4,0.295803989,0,0.295803989,0,58,0,13.5,0,0.289083989,21.94117052,Human,Issues/PRs
chkr1011,6,4,33,3,61,3,59,1,217,0,0,90,163,0,0,0,0,0,0.166666667,0.13356376,0.179067469,0.142804919,108.6675639,170.8220641,38.47826087,0,0.112026313,35.73395266,Human,Issues/PRs
wdm0006,0,0,0,0,0,0,0,0,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
sebbo2002,70,3,25,2,79,3,49,1,28,15,14.68333333,17,0,0,0,0,0,21,0.930769231,0,0.925269263,0,13.3157422,0,32.375,0.377964473,0.398443223,33.55,Human,Issues/PRs
knightsc,9,2,6,2,0,0,5,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.25,0.463833264,11.95454545,Human,Issues/PRs
sns-seb,1,1,2,2,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
